Time;PM10 Bam Laennec;PM2.5 Bam Laennec
04/07/2021 13:15;10,8;-0,2
04/07/2021 13:30;10,8;-0,2
04/07/2021 13:45;10,8;-0,2
04/07/2021 14:00;10,8;-0,2
04/07/2021 14:15;9,9;0,8
04/07/2021 14:30;9,9;0,8
04/07/2021 14:45;9,9;0,8
04/07/2021 15:00;9,9;0,8
04/07/2021 15:15;12,6;3,7
04/07/2021 15:30;12,6;3,9
04/07/2021 15:45;12,6;3,9
04/07/2021 16:00;12,6;3,9
04/07/2021 16:15;13,1;3
04/07/2021 16:30;13,1;3
04/07/2021 16:45;13,1;3
04/07/2021 17:00;13,1;3
04/07/2021 17:15;12,1;4,2
04/07/2021 17:30;12,1;4,3
04/07/2021 17:45;12,1;4,3
04/07/2021 18:00;12,1;4,3
04/07/2021 18:15;17,4;1,8
04/07/2021 18:30;17,4;1,6
04/07/2021 18:45;17,4;1,6
04/07/2021 19:00;17,4;1,6
04/07/2021 19:15;19,2;1,6
04/07/2021 19:30;19,2;1,6
04/07/2021 19:45;19,2;1,6
04/07/2021 20:00;19,2;1,6
04/07/2021 20:15;16,2;3,7
04/07/2021 20:30;16,2;3,8
04/07/2021 20:45;16,2;3,8
04/07/2021 21:00;16,2;3,8
04/07/2021 21:15;14,9;7
04/07/2021 21:30;14,9;7,1
04/07/2021 21:45;14,9;7,1
04/07/2021 22:00;14,9;7,1
04/07/2021 22:15;10,5;2,5
04/07/2021 22:30;10,5;2,3
04/07/2021 22:45;10,5;2,3
04/07/2021 23:00;10,5;2,3
04/07/2021 23:15;9,9;0,8
04/07/2021 23:30;9,9;0,8
04/07/2021 23:45;9,9;0,8
05/07/2021 00:00;9,9;0,8
05/07/2021 00:15;5,5;1,6
05/07/2021 00:30;5,5;1,6
05/07/2021 00:45;5,5;1,6
05/07/2021 01:00;5,5;1,6
05/07/2021 01:15;5,3;-0,9
05/07/2021 01:30;5,3;-1,1
05/07/2021 01:45;5,3;-1,1
05/07/2021 02:00;5,3;-1,1
05/07/2021 02:15;3,2;-2,7
05/07/2021 02:30;3,2;-2,8
05/07/2021 02:45;3,2;-2,8
05/07/2021 03:00;3,2;-2,8
05/07/2021 03:15;3,6;-1,8
05/07/2021 03:30;3,6;-1,8
05/07/2021 03:45;3,6;-1,8
05/07/2021 04:00;3,6;-1,8
05/07/2021 04:15;3,1;0,1
05/07/2021 04:30;3,1;0,1
05/07/2021 04:45;3,1;0,1
05/07/2021 05:00;3,1;0,1
05/07/2021 05:15;6,3;-0,9
05/07/2021 05:30;6,3;-0,9
05/07/2021 05:45;6,3;-0,9
05/07/2021 06:00;6,3;-0,9
05/07/2021 06:15;9,8;-0,9
05/07/2021 06:30;9,8;-0,9
05/07/2021 06:45;9,8;-0,9
05/07/2021 07:00;9,8;-0,9
05/07/2021 07:15;10,1;2
05/07/2021 07:30;10,1;2,2
05/07/2021 07:45;10,1;2,2
05/07/2021 08:00;10,2;2,2
05/07/2021 08:15;22,5;3,4
05/07/2021 08:30;22,5;3,5
05/07/2021 08:45;22,5;3,5
05/07/2021 09:00;22,5;3,5
05/07/2021 09:15;13,9;2,8
05/07/2021 09:30;13,9;2,8
05/07/2021 09:45;13,9;2,8
05/07/2021 10:00;13,9;2,8
05/07/2021 10:15;18,8;3,2
05/07/2021 10:30;18,8;3,2
05/07/2021 10:45;18,8;3,2
05/07/2021 11:00;18,8;3,2
05/07/2021 11:15;9,7;2,2
05/07/2021 11:30;9,7;2,1
05/07/2021 11:45;9,7;2,1
05/07/2021 12:00;9,7;2,1
05/07/2021 12:15;10,2;-0,6
05/07/2021 12:30;10,2;-0,8
05/07/2021 12:45;10,2;-0,8
05/07/2021 13:00;10,2;-0,8
05/07/2021 13:15;11;-1,3
